Thrust,Torque,Time
17.369999999999997,-0.162,0.0
12.501,-1.053,0.0006060789720900633
24.288,-0.249,0.0012121579441801266
22.939999999999998,0.188,0.00181823691627019
12.125,-1.018,0.0024243158883602532
27.087000000000003,-0.259,0.0030303948604503165
16.613,-0.125,0.00363647383254038
16.996000000000002,-0.872,0.004242552804630443
22.491000000000003,-0.465,0.0048486317767205064
21.738,-0.186,0.00545471074881057
8.278,-1.415,0.006060789720900633
29.894,-0.151,0.006666868692990696
23.044999999999998,0.20199999999999999,0.00727294766508076
8.233999999999998,-1.049,0.007879026637170824
22.629999999999995,-0.424,0.008485105609260886
28.354,0.349,0.009091184581350949
11.546,-1.026,0.009697263553441013
23.774,-0.548,0.010303342525531077
18.823999999999998,-0.245,0.01090942149762114
15.799000000000001,-0.792,0.011515500469711202
26.044,-0.343,0.012121579441801266
18.748,-0.14500000000000002,0.01272765841389133
7.657,-1.249,0.013333737385981393
29.996000000000002,-0.227,0.013939816358071455
24.983999999999998,0.1,0.01454589533016152
6.655999999999999,-1.117,0.015151974302251583
21.721,-0.698,0.015758053274341648
28.989000000000004,0.33499999999999996,0.01636413224643171
13.334999999999999,-0.884,0.016970211218521773
20.676,-0.735,0.017576290190611837
20.781,-0.21200000000000002,0.018182369162701897
15.973999999999998,-0.615,0.01878844813479196
26.226999999999997,-0.47000000000000003,0.019394527106882026
18.907,-0.129,0.02000060607897209
8.969,-1.151,0.020606685051062154
26.230999999999998,-0.401,0.021212764023152215
28.286,0.188,0.02181884299524228
7.772,-0.8140000000000001,0.022424921967332343
21.302,-0.447,0.023031000939422404
25.174999999999997,0.288,0.023637079911512468
14.068999999999999,-0.734,0.024243158883602532
22.781000000000002,-0.667,0.024849237855692596
21.691,-0.24400000000000002,0.02545531682778266
13.096,-0.657,0.02606139579987272
25.889000000000003,-0.298,0.026667474771962785
18.799999999999997,-0.151,0.02727355374405285
10.558000000000002,-1.092,0.02787963271614291
26.255,-0.41100000000000003,0.028485711688232974
27.878999999999998,0.152,0.02909179066032304
7.447999999999999,-0.866,0.029697869632413103
