0.709,-0.997,29.601,-0.085,-0.026,-0.152
-2.539,1.703,24.726,-0.064,-0.002,-1.043
1.393,-2.852,36.515,-0.054,0.01,-0.239
0.467,-2.627,35.165,-0.019,0.058,0.198
2.805,-0.953,24.354,0.014,0.082,-1.008
2.462,-0.732,39.31,0.048,0.094,-0.249
3.211,-2.654,28.84,0.06,0.09,-0.115
0.473,0.565,29.224,0.072,0.086,-0.862
4.554,-0.517,34.718,0.037,0.043,-0.455
-0.681,1.742,33.966,0.015,0.025,-0.176
0.769,0.19,20.503,-0.018,-0.016,-1.405
0.174,0.158,42.125,-0.037,-0.029,-0.141
0.801,-0.97,35.272,-0.06,-0.038,0.212
-2.566,1.803,20.461,-0.052,-0.014,-1.039
0.822,-2.238,34.858,-0.051,-0.0,-0.414
0.683,-3.12,40.579,-0.024,0.043,0.359
2.483,-1.492,23.776,0.006,0.075,-1.016
3.092,-0.016,36.002,0.043,0.084,-0.538
2.647,-3.022,31.052,0.055,0.082,-0.235
0.575,0.782,28.024,0.074,0.082,-0.782
4.459,-0.968,38.268,0.044,0.044,-0.333
0.428,2.045,30.977,0.02,0.031,-0.135
-1.733,0.815,19.886,-0.019,0.014,-1.239
0.651,0.851,42.225,-0.043,-0.009,-0.217
0.667,-1.89,37.205,-0.063,-0.018,0.11
-2.552,1.945,18.883,-0.043,-0.003,-1.107
0.755,-2.045,33.948,-0.031,0.0,-0.688
0.798,-2.315,41.215,0.002,0.036,0.345
1.631,-2.744,25.561,0.024,0.07,-0.874
4.094,0.442,32.903,0.052,0.076,-0.725
2.54,-2.774,33.009,0.052,0.071,-0.202
-0.099,0.521,28.2,0.066,0.065,-0.605
3.96,-1.013,38.452,0.042,0.019,-0.46
1.039,1.858,31.134,0.024,-0.006,-0.119
-2.304,0.479,21.192,-0.007,-0.03,-1.141
0.597,1.417,38.452,-0.027,-0.062,-0.391
-0.568,-1.872,40.515,-0.054,-0.07,0.198
-2.363,1.387,19.994,-0.048,-0.048,-0.804
0.104,-1.07,33.528,-0.046,-0.031,-0.437
0.544,-2.488,37.403,-0.022,0.012,0.298
0.565,-3.165,26.298,0.001,0.057,-0.724
4.23,0.764,35.005,0.039,0.063,-0.657
1.786,-2.775,33.909,0.051,0.064,-0.234
0.825,0.831,25.325,0.068,0.054,-0.647
3.182,-0.02,38.115,0.042,0.019,-0.288
1.583,2.054,31.026,0.009,-0.008,-0.141
-2.66,0.126,22.789,-0.043,-0.025,-1.082
1.03,2.61,38.476,-0.079,-0.062,-0.401
-0.63,-1.406,40.107,-0.119,-0.078,0.162
-2.419,2.113,19.674,-0.111,-0.078,-0.856
-1.019,-0.712,31.032,-0.102,-0.072,-0.765
0.97,-2.015,39.796,-0.071,-0.047,0.177
0.145,-2.534,31.353,-0.044,-0.005,-0.584
