-1.36581004,-0.973846382,-0.963892532,-0.958920184,-0.954570602,-0.944696877,-0.90700383,-0.881479722,-0.871795194,-0.837196805,-0.730980528,-0.700842019,-0.678323651,-0.655308257,-0.635480314,-0.618097999,-0.602725509,-0.588937573,-0.576370393,-0.564837907,-0.554181573,-0.544268787,-0.534997546,-0.526287352,-0.518063717,-0.510256109,-0.502826077,-0.495734649,-0.488943993,-0.48242194,-0.476140926,-0.47008149,-0.464221004,-0.45854089,-0.45303209,-0.447679218,-0.442468928,-0.437397239,-0.432454705,-0.427632437,-0.42293332,-0.418377208,-0.414002242,-0.409780636,-0.405701199,-0.401761868,-0.397955251,-0.394274854,-0.390725233,-0.387301184,-0.38398992,-0.380798115,-0.377727445,-0.374774045,-0.371935206,-0.369208079,-0.366592558,-0.364087239,-0.361690281,-0.359397753,-0.357206112,-0.355114942,-0.353121387,-0.351218639,-0.349416656,-0.347722464,-0.346158591,-0.344673463,-0.343195493,-0.341726885,-0.34026617,-0.33882617,-0.337400737,-0.33598518,-0.33458855,-0.33321035,-0.331844058,-0.330497968,-0.329174032,-0.327862337,-0.326563696,-0.325280551,-0.324013337,-0.3227613,-0.32152121,-0.320296291,-0.319087805,-0.317888213,-0.316699451,-0.31552756,-0.314360148,-0.31319727,-0.312054921,-0.310921283,-0.309789739,-0.308672414,-0.307560215,-0.306446598,-0.305342733,-0.304265525,-0.30317442
-1.40837711,-1.019426704,-1.008111193,-1.002665047,-0.997968194,-0.986761891,-0.942807626,-0.913075744,-0.901927317,-0.864491462,-0.748893991,-0.718244756,-0.695263088,-0.671081072,-0.650179253,-0.63183657,-0.615576728,-0.600967385,-0.587643573,-0.575410048,-0.564098463,-0.553568075,-0.543712178,-0.534445734,-0.525689903,-0.51736956,-0.509445035,-0.50187519,-0.494618489,-0.487642702,-0.480919091,-0.474425138,-0.468137837,-0.462038153,-0.456116371,-0.450356865,-0.444746024,-0.439279041,-0.433947241,-0.428742806,-0.423667864,-0.418746726,-0.414026097,-0.409474396,-0.405079311,-0.400838854,-0.396744377,-0.392788382,-0.388977553,-0.385306257,-0.381759591,-0.378345574,-0.375066423,-0.371917817,-0.368897559,-0.36600356,-0.36323397,-0.36058728,-0.358063352,-0.355657076,-0.353363953,-0.351184313,-0.349114953,-0.347147842,-0.345294157,-0.343562297,-0.341980849,-0.340488533,-0.338999925,-0.337518278,-0.336042299,-0.334587771,-0.333147396,-0.331715533,-0.330302038,-0.328906842,-0.327523979,-0.32616138,-0.324821083,-0.323494473,-0.322181152,-0.320881835,-0.319599007,-0.318332089,-0.317076292,-0.315836919,-0.314616226,-0.313402921,-0.312199571,-0.311014382,-0.309832782,-0.308654948,-0.307499718,-0.306353426,-0.30520839,-0.304078504,-0.302952934,-0.301824001,-0.300704736,-0.299621839,-0.298518207
-1.427172607,-1.045644761,-1.033509158,-1.027861069,-1.02303703,-1.01136319,-0.965227385,-0.934001242,-0.922646686,-0.883792988,-0.761775577,-0.729647439,-0.705615444,-0.680268717,-0.658344562,-0.639126753,-0.622089941,-0.606786125,-0.592844204,-0.58005541,-0.56824044,-0.557249602,-0.546970532,-0.537312339,-0.528191486,-0.51952978,-0.511284603,-0.503412037,-0.495867726,-0.488618666,-0.481634686,-0.474890621,-0.468363035,-0.4620322,-0.455887008,-0.449911608,-0.444092062,-0.438422298,-0.432893883,-0.427499472,-0.422240138,-0.417141234,-0.412251912,-0.407539516,-0.402991375,-0.398605547,-0.394372359,-0.390283465,-0.386347061,-0.382557037,-0.378896688,-0.375374955,-0.371994345,-0.368750029,-0.365640145,-0.362663137,-0.359815746,-0.357096337,-0.35450604,-0.35203891,-0.349689782,-0.347459622,-0.34534505,-0.343337386,-0.341448039,-0.33968586,-0.338082145,-0.336571846,-0.335064101,-0.333562588,-0.332066311,-0.33059296,-0.329134208,-0.327683541,-0.326251223,-0.324837445,-0.323436693,-0.322056485,-0.320698867,-0.319356332,-0.318027464,-0.316711538,-0.315412697,-0.314130492,-0.312858849,-0.311604771,-0.310371309,-0.309144071,-0.307926162,-0.306727615,-0.305532056,-0.304339732,-0.303171724,-0.302012929,-0.300854832,-0.299712725,-0.298574322,-0.297431012,-0.296297398,-0.295208128,-0.294092689
-1.425172413,-1.055004524,-1.042501781,-1.036884918,-1.03212384,-1.020731581,-0.975947386,-0.945577576,-0.935094578,-0.896087166,-0.770369785,-0.735885917,-0.710269503,-0.683758651,-0.660856792,-0.640837972,-0.623120468,-0.607232925,-0.592793611,-0.579576479,-0.567390273,-0.556075654,-0.545513766,-0.535606748,-0.526266083,-0.517411799,-0.508996859,-0.500974041,-0.493296936,-0.485931145,-0.478844835,-0.472010572,-0.465404428,-0.459005787,-0.452801532,-0.446775575,-0.440913595,-0.435207884,-0.4296498,-0.424231945,-0.418954077,-0.413839648,-0.408934969,-0.404208651,-0.39964831,-0.395252027,-0.391009319,-0.386911137,-0.382966625,-0.379169163,-0.37550055,-0.371970262,-0.368580868,-0.365327002,-0.36220697,-0.359219556,-0.356360396,-0.353627708,-0.351023491,-0.348541278,-0.3461755,-0.34392765,-0.341794321,-0.339766688,-0.337855527,-0.336069354,-0.334439255,-0.33290157,-0.331367295,-0.329839977,-0.328319019,-0.32682307,-0.32534291,-0.323871235,-0.322418363,-0.320984596,-0.31956478,-0.318165977,-0.316790171,-0.315430785,-0.314085575,-0.312752638,-0.311437411,-0.310139537,-0.308851913,-0.307582879,-0.30633611,-0.305094715,-0.303862255,-0.302650268,-0.301440936,-0.300234526,-0.299053805,-0.297882613,-0.296711821,-0.295557767,-0.294406993,-0.293250144,-0.292103114,-0.291006776,-0.289880147
-1.405352414,-1.050009963,-1.037504418,-1.032113261,-1.027575354,-1.017097871,-0.976651908,-0.949126106,-0.940412268,-0.902359783,-0.775421115,-0.737796042,-0.710114051,-0.682438336,-0.658596494,-0.637839652,-0.61952363,-0.603146916,-0.588313121,-0.574775741,-0.56233073,-0.550808517,-0.540083036,-0.530048545,-0.520611312,-0.511690649,-0.503233879,-0.495190052,-0.487511353,-0.480161449,-0.473106661,-0.466317622,-0.459769851,-0.453441673,-0.447317471,-0.441380893,-0.435617173,-0.430016675,-0.424570162,-0.419269734,-0.414113617,-0.409120881,-0.40433055,-0.399714453,-0.395261031,-0.390968373,-0.38682538,-0.382822433,-0.378969113,-0.375258274,-0.371670518,-0.368215497,-0.364895648,-0.361705053,-0.358642043,-0.355705565,-0.352890427,-0.350194689,-0.347620853,-0.345162204,-0.342813009,-0.340575181,-0.338445412,-0.33641516,-0.334493849,-0.33268898,-0.331028959,-0.329455878,-0.327888776,-0.326330602,-0.324781232,-0.323259434,-0.321755237,-0.320260645,-0.318785716,-0.317330733,-0.31589082,-0.314472548,-0.313077781,-0.311700706,-0.310338427,-0.308988111,-0.307656155,-0.306342251,-0.305038512,-0.303754278,-0.302493682,-0.301237904,-0.299990881,-0.298765353,-0.297542388,-0.296322235,-0.295128828,-0.2939453,-0.292762115,-0.291596325,-0.290433563,-0.289263906,-0.28810428,-0.287000166,-0.285862862
-1.370688491,-1.033165051,-1.020932424,-1.015922764,-1.011738304,-1.002692867,-0.969025228,-0.945968191,-0.939741031,-0.903596623,-0.777674067,-0.736213664,-0.706037873,-0.67719523,-0.652444219,-0.631001217,-0.612154747,-0.59536723,-0.580224059,-0.566455682,-0.553844582,-0.542210477,-0.531419499,-0.521357312,-0.511924788,-0.503041359,-0.494647741,-0.486688921,-0.479116209,-0.471890892,-0.46497729,-0.458344402,-0.451967136,-0.445822616,-0.439892353,-0.434159692,-0.428609347,-0.423229546,-0.418010137,-0.41294235,-0.408022694,-0.403263847,-0.398693935,-0.394289573,-0.390040456,-0.385944667,-0.381990664,-0.378168388,-0.374487394,-0.370940008,-0.367505929,-0.364194665,-0.361008345,-0.357940502,-0.354989371,-0.352153908,-0.349428349,-0.346810579,-0.344303272,-0.341899714,-0.33959421,-0.337388996,-0.335280967,-0.333262219,-0.33134023,-0.329520942,-0.327828034,-0.326212941,-0.324607816,-0.323014625,-0.321433761,-0.319883386,-0.318352927,-0.316833803,-0.315335542,-0.313858294,-0.312397392,-0.310958891,-0.309544483,-0.30814897,-0.306768964,-0.305400936,-0.304051932,-0.302721664,-0.301401676,-0.300102003,-0.298827081,-0.29755669,-0.296295071,-0.295055878,-0.293819378,-0.292585765,-0.291379658,-0.290183811,-0.288988467,-0.28781109,-0.286636647,-0.28545481,-0.284283289,-0.283170684,-0.282023114
-1.324156529,-1.006973757,-0.995201156,-0.990690096,-0.986959419,-0.979747377,-0.954751626,-0.937425191,-0.934222143,-0.900783473,-0.777873139,-0.731974634,-0.698929753,-0.668916795,-0.643280517,-0.62119209,-0.601869141,-0.584732999,-0.569347752,-0.555418788,-0.542714595,-0.53104382,-0.520264312,-0.510252632,-0.50090413,-0.49213896,-0.483890523,-0.476099497,-0.468716735,-0.461700784,-0.455013844,-0.448623544,-0.442504115,-0.436631373,-0.430983709,-0.425544099,-0.420296669,-0.415227373,-0.410324894,-0.4055793,-0.400985244,-0.396547459,-0.392280408,-0.388166665,-0.384197504,-0.380370986,-0.376675294,-0.373100035,-0.369654336,-0.366330004,-0.363106124,-0.35999177,-0.356988614,-0.354089666,-0.351292963,-0.348597333,-0.34599667,-0.343488674,-0.341075895,-0.338751831,-0.336511004,-0.334355879,-0.33228363,-0.330287278,-0.328371898,-0.326541439,-0.324813258,-0.323150928,-0.321503685,-0.319872205,-0.318257415,-0.316676257,-0.315117713,-0.31357274,-0.312050097,-0.310549716,-0.309067076,-0.307607698,-0.306173063,-0.304758448,-0.303360129,-0.30197409,-0.300607748,-0.299260801,-0.297924435,-0.296609087,-0.29531936,-0.294034125,-0.292757854,-0.291504853,-0.290254874,-0.28900802,-0.287789161,-0.286580969,-0.285373636,-0.284184756,-0.282998859,-0.281805367,-0.280622538,-0.279500714,-0.278343183
-1.268732412,-0.973940054,-0.962725968,-0.958791922,-0.955585431,-0.950492206,-0.935515378,-0.924818465,-0.924996879,-0.894906116,-0.776762832,-0.725914802,-0.689678477,-0.65849049,-0.631985939,-0.609281694,-0.589522132,-0.572083353,-0.556505527,-0.542467546,-0.529723539,-0.518070832,-0.507358632,-0.497454088,-0.488246953,-0.479658484,-0.4716143,-0.464050631,-0.456918166,-0.450172438,-0.443773449,-0.437687678,-0.43188862,-0.426350703,-0.421049067,-0.415966243,-0.41108569,-0.40639103,-0.401869604,-0.397510096,-0.393305203,-0.389250631,-0.385345248,-0.381578381,-0.377943091,-0.374437413,-0.371049392,-0.367768411,-0.364602807,-0.3615439,-0.358570442,-0.355690815,-0.352906112,-0.350208866,-0.347596827,-0.345068585,-0.342617899,-0.340242272,-0.337943868,-0.33571658,-0.333555295,-0.331462611,-0.329436044,-0.327469751,-0.325566079,-0.323726675,-0.32196141,-0.320248011,-0.318555656,-0.316883501,-0.315233005,-0.313619381,-0.312031333,-0.310459485,-0.308911642,-0.307387438,-0.305882452,-0.304401663,-0.302946307,-0.301512015,-0.300094863,-0.29869055,-0.297306607,-0.295942692,-0.294589818,-0.293258564,-0.291953573,-0.29065326,-0.289362261,-0.288095288,-0.286831841,-0.285571905,-0.284340204,-0.283119595,-0.281900376,-0.280700016,-0.279502815,-0.278298088,-0.277104421,-0.27597264,-0.274805349
-1.207392023,-0.936567912,-0.925922217,-0.922604909,-0.919963069,-0.917158163,-0.913000763,-0.909469374,-0.913206515,-0.886950339,-0.775087644,-0.718870019,-0.67917283,-0.646803776,-0.619441036,-0.596139455,-0.575969042,-0.558257426,-0.542518708,-0.528404441,-0.515654184,-0.5040538,-0.493443616,-0.483681264,-0.474650876,-0.46627496,-0.458471151,-0.451171173,-0.444325733,-0.437887166,-0.431813228,-0.426069437,-0.420628485,-0.415463364,-0.410545956,-0.405858252,-0.401382962,-0.397101394,-0.392999436,-0.389064246,-0.385286506,-0.381652277,-0.378143738,-0.374757373,-0.371488134,-0.368334026,-0.365283081,-0.362324548,-0.359465676,-0.356697335,-0.353998221,-0.351375804,-0.348830498,-0.346354418,-0.34394497,-0.341600411,-0.339314544,-0.33708467,-0.334912339,-0.332791985,-0.330718982,-0.328695976,-0.326720856,-0.324789054,-0.322899999,-0.32105285,-0.319249267,-0.31748236,-0.315743,-0.314028674,-0.312341342,-0.31069409,-0.309075523,-0.307476071,-0.305902433,-0.304353897,-0.302826099,-0.301323478,-0.299847002,-0.298392544,-0.296956111,-0.295533294,-0.294131514,-0.292750364,-0.291380855,-0.290033469,-0.288712774,-0.287397147,-0.286091324,-0.284810193,-0.283533245,-0.282260324,-0.281015651,-0.279782512,-0.278551445,-0.277339561,-0.276131129,-0.274915485,-0.273711333,-0.272568846,-0.271391895
-1.143111246,-0.897361303,-0.887205257,-0.884505726,-0.882439065,-0.881976054,-0.888892061,-0.892699277,-0.899992327,-0.877901926,-0.773592077,-0.711676137,-0.668301598,-0.634744113,-0.60652636,-0.582634796,-0.56206519,-0.544094347,-0.528208623,-0.51403196,-0.501289296,-0.489755009,-0.479260421,-0.469653741,-0.460813514,-0.452663419,-0.445113153,-0.438089973,-0.431544669,-0.425426279,-0.419690306,-0.414301451,-0.409231542,-0.404452113,-0.399931905,-0.395652254,-0.391595035,-0.38773934,-0.384069558,-0.380571261,-0.37723309,-0.37403131,-0.370931158,-0.367936293,-0.365043552,-0.362250905,-0.359546483,-0.356919482,-0.35437581,-0.351905948,-0.349488802,-0.34713074,-0.344831428,-0.342582643,-0.3403814,-0.338225557,-0.336109114,-0.334029166,-0.331986454,-0.32997607,-0.327993968,-0.326042755,-0.324120708,-0.322224601,-0.320350885,-0.318496167,-0.316653607,-0.314832147,-0.313044986,-0.311287883,-0.309563234,-0.307881717,-0.306232018,-0.304604528,-0.30300473,-0.301431531,-0.299880597,-0.298355836,-0.296857934,-0.295382908,-0.293926814,-0.2924853,-0.291065473,-0.289666846,-0.288280575,-0.286916835,-0.285580019,-0.284248838,-0.282928072,-0.281632577,-0.280342054,-0.279056183,-0.27779837,-0.27655254,-0.275309597,-0.274086085,-0.272866417,-0.271640068,-0.270425669,-0.269271717,-0.268085098
