1;1;0.43735
0.99392;1;0.24636
0.98333;1;0.15997
0.97098;1;0.08842
0.95718;1;0.0277
0.94237;1;-0.02612
0.92696;1;-0.07519
0.91123;1;-0.11994
0.89533;1;-0.16174
0.87933;1;-0.20145
0.86327;1;-0.23848
0.84718;1;-0.27453
0.83106;1;-0.30879
0.81492;1;-0.34232
0.79875;1;-0.37446
0.78258;1;-0.40621
0.76638;1;-0.43792
0.75017;1;-0.46848
0.73395;1;-0.49889
0.71772;1;-0.529
0.70148;1;-0.55892
0.68523;1;-0.58918
0.66898;1;-0.61894
0.65272;1;-0.64872
0.63645;1;-0.67888
0.62019;1;-0.70962
0.60392;1;-0.73965
0.58766;1;-0.77101
0.5714;1;-0.80182
0.55514;1;-0.83404
0.53889;1;-0.86621
0.52265;1;-0.89923
0.50642;1;-0.93337
0.49021;1;-0.9678
0.47402;1;-1.0038
0.45785;1;-1.04142
0.44172;1;-1.0806
0.42564;1;-1.12255
0.40965;1;-1.16795
0.39382;1;-1.22632
0.37817;1;-1.27505
0.36263;1;-1.31918
0.34716;1;-1.36074
0.33174;1;-1.40073
0.31639;1;-1.43976
0.30109;1;-1.47801
0.28586;1;-1.51506
0.27069;1;-1.55206
0.25561;1;-1.58788
0.24061;1;-1.62423
0.22571;1;-1.65975
0.21092;1;-1.69545
0.19626;1;-1.73171
0.18175;1;-1.76775
0.16741;1;-1.80553
0.15327;1;-1.84401
0.13937;1;-1.8847
0.12576;1;-1.92765
0.11254;1;-1.9737
0.09978;1;-2.02422
0.08762;1;-2.07991
0.07622;1;-2.1408
0.06572;1;-2.20867
0.05625;1;-2.28243
0.04786;1;-2.36303
0.04055;1;-2.4487
0.03423;1;-2.53908
0.02879;1;-2.63343
0.02411;1;-2.73269
0.02008;1;-2.83292
0.0166;1;-2.93589
0.01357;1;-3.03802
0.01095;1;-3.13912
0.00867;1;-3.23368
0.00671;1;-3.31965
0.00502;1;-3.38562
0.0036;1;-3.42438
0.00242;1;-3.41966
0.00148;1;-3.35357
0.00077;1;-3.21045
0.00029;1;-2.97154
0.00004;1;-2.64052
0.00001;1;-2.23849
0.0002;1;-1.77095
0.00065;1;-1.23096
0.00137;1;-0.68128
0.00239;1;-0.17103
0.00369;1;0.24215
0.00527;1;0.54885
0.00712;1;0.75844
0.00925;1;0.88923
0.01167;1;0.96214
0.01438;1;0.99458
0.01744;1;0.99901
0.02087;1;0.9846
0.02476;1;0.95755
0.02916;1;0.92226
0.03419;1;0.88166
0.03998;1;0.83777
0.04667;1;0.79228
0.05445;1;0.74635
0.06345;1;0.70167
0.07377;1;0.65898
0.08543;1;0.61975
0.09832;1;0.58454
0.11223;1;0.554
0.12696;1;0.52793
0.14228;1;0.5059
0.15806;1;0.48721
0.17418;1;0.47174
0.19056;1;0.4583
0.20714;1;0.44702
0.22389;1;0.43745
0.24078;1;0.42883
0.25777;1;0.42139
0.27484;1;0.41478
0.29194;1;0.40833
0.30901;1;0.40274
0.32603;1;0.39718
0.34301;1;0.39149
0.35994;1;0.38575
0.37686;1;0.37949
0.39378;1;0.37165
0.41076;1;0.36082
0.42781;1;0.35397
0.44491;1;0.34806
0.46204;1;0.34328
0.47921;1;0.3387
0.49639;1;0.33443
0.51357;1;0.33107
0.53074;1;0.32754
0.5479;1;0.32414
0.56503;1;0.32103
0.58215;1;0.31833
0.59926;1;0.3152
0.61635;1;0.31282
0.63342;1;0.30977
0.65049;1;0.30727
0.66755;1;0.30456
0.68459;1;0.30178
0.70164;1;0.29945
0.71867;1;0.29648
0.7357;1;0.29402
0.75273;1;0.29119
0.76976;1;0.28886
0.78678;1;0.28599
0.80381;1;0.28381
0.82084;1;0.28104
0.83786;1;0.27896
0.85489;1;0.2764
0.8719;1;0.27458
0.88889;1;0.27344
0.90581;1;0.27216
0.92258;1;0.27224
0.93902;1;0.2738
0.95483;1;0.27733
0.96953;1;0.2858
0.98258;1;0.30037
0.99368;1;0.33007
1;1;0.43735
