1,0.74,0.44901
0.99392,0.74,0.25714
0.98333,0.74,0.16863
0.97098,0.74,0.0946
0.95718,0.74,0.03109
0.94237,0.74,-0.02564
0.92696,0.74,-0.0777
0.91123,0.74,-0.12536
0.89533,0.74,-0.17028
0.87933,0.74,-0.21309
0.86327,0.74,-0.25322
0.84718,0.74,-0.29254
0.83106,0.74,-0.32998
0.81492,0.74,-0.36685
0.79875,0.74,-0.40235
0.78258,0.74,-0.43748
0.76638,0.74,-0.47286
0.75017,0.74,-0.50693
0.73395,0.74,-0.54107
0.71772,0.74,-0.57498
0.70148,0.74,-0.60881
0.68523,0.74,-0.64313
0.66898,0.74,-0.67709
0.65272,0.74,-0.7111
0.63645,0.74,-0.74573
0.62019,0.74,-0.78115
0.60392,0.74,-0.81593
0.58766,0.74,-0.85226
0.5714,0.74,-0.88822
0.55514,0.74,-0.9259
0.53889,0.74,-0.96367
0.52265,0.74,-1.00252
0.50642,0.74,-1.04293
0.49021,0.74,-1.08376
0.47402,0.74,-1.12671
0.45785,0.74,-1.17151
0.44172,0.74,-1.2184
0.42564,0.74,-1.26858
0.40965,0.74,-1.32286
0.39382,0.74,-1.3915
0.37817,0.74,-1.45022
0.36263,0.74,-1.50461
0.34716,0.74,-1.55669
0.33174,0.74,-1.60758
0.31639,0.74,-1.65811
0.30109,0.74,-1.70846
0.28586,0.74,-1.75814
0.27069,0.74,-1.80863
0.25561,0.74,-1.85869
0.24061,0.74,-1.91029
0.22571,0.74,-1.96196
0.21092,0.74,-2.01514
0.19626,0.74,-2.0702
0.18175,0.74,-2.12665
0.16741,0.74,-2.1867
0.15327,0.74,-2.24971
0.13937,0.74,-2.31747
0.12576,0.74,-2.39061
0.11254,0.74,-2.47055
0.09978,0.74,-2.55929
0.08762,0.74,-2.65821
0.07622,0.74,-2.76795
0.06572,0.74,-2.89084
0.05625,0.74,-3.02585
0.04786,0.74,-3.1741
0.04055,0.74,-3.33358
0.03423,0.74,-3.50394
0.02879,0.74,-3.68441
0.02411,0.74,-3.87685
0.02008,0.74,-4.07683
0.0166,0.74,-4.28762
0.01357,0.74,-4.50573
0.01095,0.74,-4.73189
0.00867,0.74,-4.96044
0.00671,0.74,-5.1894
0.00502,0.74,-5.40505
0.0036,0.74,-5.59722
0.00242,0.74,-5.74247
0.00148,0.74,-5.81256
0.00077,0.74,-5.77762
0.00029,0.74,-5.6006
0.00004,0.74,-5.27134
0.00001,0.74,-4.81089
0.0002,0.74,-4.22035
0.00065,0.74,-3.46645
0.00137,0.74,-2.62706
0.00239,0.74,-1.77988
0.00369,0.74,-1.03167
0.00527,0.74,-0.42092
0.00712,0.74,0.04685
0.00925,0.74,0.38703
0.01167,0.74,0.62558
0.01438,0.74,0.78804
0.01744,0.74,0.89303
0.02087,0.74,0.95661
0.02476,0.74,0.98956
0.02916,0.74,0.99995
0.03419,0.74,0.99371
0.03998,0.74,0.97509
0.04667,0.74,0.94737
0.05445,0.74,0.91309
0.06345,0.74,0.87483
0.07377,0.74,0.83452
0.08543,0.74,0.79441
0.09832,0.74,0.75607
0.11223,0.74,0.72089
0.12696,0.74,0.68934
0.14228,0.74,0.66147
0.15806,0.74,0.6369
0.17418,0.74,0.61563
0.19056,0.74,0.59665
0.20714,0.74,0.58008
0.22389,0.74,0.56549
0.24078,0.74,0.55218
0.25777,0.74,0.54032
0.27484,0.74,0.52959
0.29194,0.74,0.51931
0.30901,0.74,0.51013
0.32603,0.74,0.50129
0.34301,0.74,0.49255
0.35994,0.74,0.48402
0.37686,0.74,0.4752
0.39378,0.74,0.46521
0.41076,0.74,0.45275
0.42781,0.74,0.44375
0.44491,0.74,0.43565
0.46204,0.74,0.42866
0.47921,0.74,0.42189
0.49639,0.74,0.41546
0.51357,0.74,0.40997
0.53074,0.74,0.40437
0.5479,0.74,0.39895
0.56503,0.74,0.39383
0.58215,0.74,0.38923
0.59926,0.74,0.38417
0.61635,0.74,0.37996
0.63342,0.74,0.37504
0.65049,0.74,0.37079
0.66755,0.74,0.36631
0.68459,0.74,0.36175
0.70164,0.74,0.35775
0.71867,0.74,0.35301
0.7357,0.74,0.34888
0.75273,0.74,0.34432
0.76976,0.74,0.34033
0.78678,0.74,0.33568
0.80381,0.74,0.33187
0.82084,0.74,0.32728
0.83786,0.74,0.32341
0.85489,0.74,0.31901
0.8719,0.74,0.31523
0.88889,0.74,0.31219
0.90581,0.74,0.3087
0.92258,0.74,0.30654
0.93902,0.74,0.30569
0.95483,0.74,0.3065
0.96953,0.74,0.3122
0.98258,0.74,0.3234
0.99368,0.74,0.34936
1,0.74,0.44901
